OSEBuildingID,PrimaryPropertyType,Neighborhood,PropertyGFATotal(m2),LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
26924,Mixed Use Property,EAST,2741.3829043200003,Other - Recreation,1028.80826496,760.2255763200001,,2543679.762275,73.79499999999999
26930,Senior Care Community,CENTRAL,6952.8635136,Senior Care Community,6952.8635136,,48.0,9150244.71097,255.695
26933,Other,CENTRAL,1950.22061568,Performing Arts,2285.414784,429.67656000000005,,2870857.560985,93.06
26939,K-12 School,CENTRAL,2075.8255257600003,K-12 School,2075.8255257600003,,44.5,1772331.00128125,52.665
26956,University,EAST,2963.606976,College/University,2415.47904,,,3004024.33277,93.67500000000001
26961,Other,BALLARD,2732.92872768,Other - Recreation,1717.68430656,831.1105958400001,,1849314.4433,50.58
26973,Mixed Use Property,DOWNTOWN,4580.02696896,Office,2238.87036096,2195.4846412800002,,5387428.08409,112.845
26986,Supermarket / Grocery Store,SOUTHWEST,2958.12569664,Supermarket/Grocery Store,2870.61103296,87.51466368000001,,14042236.665199999,385.75
26994,Mixed Use Property,EAST,1954.30834944,Parking,1023.8844038400001,758.46041856,,2966296.178465,79.22
26997,Mixed Use Property,NORTHEAST,3059.11130112,Parking,2256.42903552,1552.4097984,10.0,5841225.2159899995,38.595
27007,Worship Facility,NORTHEAST,1861.6840185600001,Worship Facility,1861.6840185600001,,99.5,119685.107963657,0.79
27008,K-12 School,NORTHEAST,5104.37172672,K-12 School,5318.420330880001,,94.5,2696731.3817625,79.37
27013,Warehouse,GREATER DUWAMISH,4131.95560704,Non-Refrigerated Warehouse,3832.8078182400004,,33.5,1427746.82269125,22.869999999999997
27016,Small- and Mid-Sized Office,GREATER DUWAMISH,3253.18575168,Office,1838.0866464,950.7697113600001,61.0,1541037.780725,27.369999999999997
27080,Worship Facility,SOUTHEAST,2132.31057408,Worship Facility,2133.2396044800003,0.0,98.0,597225.417245,18.85
27117,Warehouse,GREATER DUWAMISH,1954.6799616,Non-Refrigerated Warehouse,1954.6799616,,40.5,676502.988321875,18.86
27122,Warehouse,GREATER DUWAMISH,2604.2580172800003,Non-Refrigerated Warehouse,2787.0912000000003,,56.5,1359524.9286187498,39.980000000000004
27131,Distribution Center,GREATER DUWAMISH,2380.1758848,Distribution Center,2380.1758848,,82.5,595347.6082687499,18.055
27141,Warehouse,DOWNTOWN,3087.9112435200004,Non-Refrigerated Warehouse,3087.9112435200004,,12.5,1794450.79577,11.855
27142,K-12 School,EAST,2582.7045120000002,K-12 School,1030.57342272,,8.0,1379833.9763825,38.730000000000004
27145,Large Office,DOWNTOWN,65605.89717504001,Office,20699.44763328,7250.98936896,80.0,14101222.959679998,92.47
27162,Supermarket / Grocery Store,SOUTHWEST,3131.38986624,Supermarket/Grocery Store,2949.2999078400003,,23.0,9669146.95782,207.71
27184,Mixed Use Property,MAGNOLIA / QUEEN ANNE,3493.154304,Non-Refrigerated Warehouse,1709.415936,1505.029248,,2059267.8224725,68.37
27205,K-12 School,NORTHWEST,3913.81926912,K-12 School,3913.81926912,,90.0,2019062.45322875,49.894999999999996
27231,K-12 School,BALLARD,4157.689749120001,K-12 School,4324.171996800001,,90.0,2691114.17638125,82.215
27244,Other,EAST,3131.57567232,Other,3131.57567232,,,838453.4784087499,17.965
27303,Other,North,4388.46090048,Other,4427.85178944,,,6347645.839275,41.89
27365,K-12 School,BALLARD,5323.15838592,K-12 School,5656.12288128,,86.5,2066175.8278225,12.105
27378,Supermarket / Grocery Store,NORTHEAST,7114.979318400001,Supermarket/Grocery Store,3850.5522988800003,0.0,17.0,15329032.153719999,358.085
27381,Worship Facility,NORTHEAST,2450.13187392,Worship Facility,2450.13187392,,84.5,891612.2808612499,27.72
27389,Small- and Mid-Sized Office,CENTRAL,7048.367838720001,Office,4680.36225216,1172.62217088,,3597500.1986574996,23.29
27406,Mixed Use Property,EAST,2011.9082342400002,Other - Entertainment/Public Assembly,525.45959424,516.6338054400001,,1924414.8010425,57.629999999999995
27455,Distribution Center,MAGNOLIA / QUEEN ANNE,2140.4860416,Distribution Center,2140.4860416,,,596350.1955454389,3.295
27456,Other,MAGNOLIA / QUEEN ANNE,3416.13768384,Other,3238.22836224,,,5676379.740174999,38.155
27482,Warehouse,GREATER DUWAMISH,2231.90263296,Non-Refrigerated Warehouse,1329.81411456,902.0885184000001,,420922.7316954389,2.56
27488,Warehouse,GREATER DUWAMISH,3940.9469568000004,Non-Refrigerated Warehouse,2547.4013568,929.0304000000001,37.0,1020729.0729537499,24.915
27494,Distribution Center,GREATER DUWAMISH,3435.7402252800002,Distribution Center,3194.19232128,241.54790400000002,,419847.36179043894,6.57
27504,Warehouse,GREATER DUWAMISH,2173.931136,Non-Refrigerated Warehouse,1858.2466060800002,313.45485696000003,,489367.68850499997,3.1
27532,Other,MAGNOLIA / QUEEN ANNE,2853.9813888000003,Other,2612.4334848000003,148.644864,,2257589.2970275,72.0
27553,Warehouse,GREATER DUWAMISH,2158.3234252800003,Non-Refrigerated Warehouse,2158.3234252800003,,,159495.00279,1.055
27554,Warehouse,GREATER DUWAMISH,3255.87993984,Non-Refrigerated Warehouse,3023.62233984,,100.0,1142279.5681975,17.325
27561,Refrigerated Warehouse,GREATER DUWAMISH,2376.18105408,Refrigerated Warehouse,1240.16268096,764.4062131200001,,964713.0361387499,14.765
27562,Warehouse,GREATER DUWAMISH,4030.1338752,Non-Refrigerated Warehouse,3980.33784576,,87.0,452700.82564812497,2.91
27567,Small- and Mid-Sized Office,LAKE UNION,1896.1510464,Office,1896.1510464,,13.5,2612549.06754,62.725
27587,Small- and Mid-Sized Office,NORTHWEST,2294.33347584,Office,1709.04432384,585.2891520000001,87.0,655451.60693625,4.33
27597,K-12 School,NORTHWEST,4196.801928960001,K-12 School,4196.801928960001,,86.0,2393497.3784575,68.13499999999999
27598,Worship Facility,NORTHWEST,2318.3953632000002,Worship Facility,2318.3953632000002,,44.5,802105.67229,20.520000000000003
27639,Other,MAGNOLIA / QUEEN ANNE,2145.8744179200003,Performing Arts,2145.8744179200003,,,3486586.09298,95.2
27668,Other,Central,3165.5781849600003,Other/Specialty Hospital,3165.5781849600003,,,6806651.0111,175.27499999999998
27673,Hotel,DOWNTOWN,36469.27415808,Hotel,18431.963136000002,4868.119296000001,18.5,20291935.21808,482.86
27703,Worship Facility,North,7104.759984,Worship Facility,4221.699943680001,2883.06004032,,2034591.0241325,61.989999999999995
27704,K-12 School,North,3062.17710144,K-12 School,3062.17710144,,71.5,2016977.25902125,62.15
27721,Other,NORTHWEST,2543.31362304,Library,1189.7163302400002,0.0,,1259446.81667125,27.595
27799,K-12 School,CENTRAL,10200.19637376,K-12 School,10200.19637376,,93.5,3432003.2232925002,112.565
27821,Supermarket / Grocery Store,North,4157.8755552,Supermarket/Grocery Store,4364.39901312,,45.5,13383727.296559999,335.605
27825,Other,EAST,2073.5958528,"Repair Services (Vehicle, Shoe, Locksmith, etc)",2073.5958528,,,225465.745040439,4.5649999999999995
27828,Mixed Use Property,EAST,2229.6729600000003,Office,1114.8364800000002,557.4182400000001,,1039577.7857949999,9.33
27829,Small- and Mid-Sized Office,EAST,1972.1457331200002,Office,1972.1457331200002,,64.0,979220.1770799999,5.58
27830,Small- and Mid-Sized Office,EAST,2175.97500288,Office,2175.97500288,,64.5,3119514.89308,127.495
27833,Other,EAST,3611.97729216,Urgent Care/Clinic/Other Outpatient,3611.97729216,,,3789658.672105,28.335
27869,Warehouse,EAST,2140.4860416,Non-Refrigerated Warehouse,2140.4860416,,98.5,85877.6101840532,0.88
27874,Warehouse,EAST,5748.840115200001,Non-Refrigerated Warehouse,5748.840115200001,,67.5,620111.05341125,4.065
27882,Small- and Mid-Sized Office,EAST,2595.5251315200003,Office,1292.93160768,1225.2052915200002,96.0,1151712.66183375,7.83
27891,Other,NORTHEAST,2006.705664,Other - Services,3026.7810432,896.5143360000001,,1769622.06879,11.695
27892,Other,NORTHEAST,2592.73804032,Other,2033.2759334400002,,,2192603.00821,56.885
27901,K-12 School,CENTRAL,2839.30270848,K-12 School,2839.30270848,,70.0,1963728.90835125,54.555
27903,Retail Store,DOWNTOWN,5106.787205760001,Retail Store,5106.787205760001,,71.5,3822617.0320325,40.55
27922,K-12 School,CENTRAL,3421.1544480000002,K-12 School,4119.3207936,967.5851616000001,,2106137.2803825,52.09
27928,Small- and Mid-Sized Office,EAST,2400.0571353600003,Office,2956.36053888,,71.0,2497166.914645,57.620000000000005
27947,Worship Facility,EAST,3502.4446080000002,Worship Facility,4851.861264,,39.5,4530398.362085,141.055
27955,K-12 School,EAST,2533.74460992,K-12 School,2533.74460992,,90.0,1582334.14795,44.475
27982,Small- and Mid-Sized Office,NORTHWEST,2332.88823744,Office,1324.42573824,729.2888640000001,79.0,1009425.8854675,22.785
28019,Worship Facility,MAGNOLIA / QUEEN ANNE,2954.7811872,Worship Facility,2954.7811872,,12.5,1996483.24605125,65.515
28020,K-12 School,MAGNOLIA / QUEEN ANNE,1933.40516544,K-12 School,1933.40516544,,88.5,1547655.9083399998,41.775
28025,Warehouse,GREATER DUWAMISH,2049.25525632,Non-Refrigerated Warehouse,1174.66603776,676.8915494400001,1.0,2323196.7524200003,61.925000000000004
28029,Refrigerated Warehouse,GREATER DUWAMISH,2126.5505856,Refrigerated Warehouse,4036.8228940800004,268.4897856,,9985007.655439999,114.92500000000001
28030,Other,GREATER DUWAMISH,3344.5094400000003,Other,3344.5094400000003,,,1393070.42943625,42.44
28033,Distribution Center,GREATER DUWAMISH,2631.0140928,Distribution Center,2631.0140928,0.0,15.5,3435291.977195,58.05499999999999
28053,Worship Facility,NORTHEAST,2701.5275001600003,Worship Facility,2701.5275001600003,,79.5,1014494.9871787499,22.88
28066,Small- and Mid-Sized Office,EAST,2680.06689792,Office,1786.7112652800001,893.3556326400001,81.5,824005.981328125,5.11
28081,Small- and Mid-Sized Office,Ballard,1907.7639264000002,Office,1263.481344,761.804928,6.5,2195923.61173625,42.705
28086,Laboratory,MAGNOLIA / QUEEN ANNE,3997.1532960000004,Laboratory,2743.1480620800003,1254.0052339200001,,11396544.47035,264.325
28476,Warehouse,GREATER DUWAMISH,2861.4136320000002,Non-Refrigerated Warehouse,2861.4136320000002,,59.5,564022.41528,3.7300000000000004
29214,Warehouse,GREATER DUWAMISH,3474.5736960000004,Non-Refrigerated Warehouse,2533.55880384,530.10474624,76.0,922382.083671875,7.745
29550,Large Office,DOWNTOWN,24910.0921152,Office,24910.0921152,,88.5,16151738.400039999,108.55
29551,Small- and Mid-Sized Office,DOWNTOWN,6359.39889408,Office,5728.8659616,630.53293248,80.0,4203300.747935,25.98
29552,Large Office,DOWNTOWN,25379.7169824,Office,26158.337360640002,,88.5,15128876.19359,99.965
29612,K-12 School,NORTHEAST,9058.046400000001,K-12 School,9058.046400000001,,97.0,4709864.068085,153.61
29788,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,5018.157705600001,Office,5018.157705600001,,70.0,3415887.841205,22.57
32429,Restaurant,DOWNTOWN,3901.9276800000002,Other - Restaurant/Bar,2466.9473241600003,1422.3455424,,8151172.788695,271.57000000000005
33289,Large Office,DOWNTOWN,11120.586791040001,Office,9557.67894912,1562.90784192,64.5,9105340.038545,60.165
33408,Other,NORTH,2294.4263788800004,Library,1421.416512,438.22363968,,1497280.5519912501,28.895
33527,University,CENTRAL,5338.95190272,College/University,6294.180960000001,,,3771677.4164075,80.67
33548,University,EAST,7803.8553600000005,College/University,7831.726272000001,,,13496730.55292,439.395
34348,Retail Store,DOWNTOWN,9569.013120000001,Retail Store,9569.013120000001,,94.5,4046731.9540549996,59.74
34891,Supermarket / Grocery Store,SOUTHWEST,3517.68070656,Supermarket/Grocery Store,3517.68070656,,59.0,8978441.114455,178.17000000000002
34908,Supermarket / Grocery Store,EAST,6177.77345088,Supermarket/Grocery Store,6177.77345088,,87.5,9443363.062760001,70.845
35391,Retail Store,MAGNOLIA / QUEEN ANNE,3159.6323904,Retail Store,3570.0780211200004,,,3781085.9139575,24.495
35392,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,4271.6817792,Supermarket/Grocery Store,4271.6817792,,80.0,9270667.14925,197.9
36034,Retail Store,EAST,4249.66375872,Retail Store,4203.212238720001,,86.5,5754273.764915,88.56
36587,Other,CENTRAL,4180.6368,Fitness Center/Health Club/Gym,4180.6368,0.0,,4105306.775135,138.57999999999998
37008,Other,GREATER DUWAMISH,31001.55864192,Parking,40218.00472512,31001.55864192,,14313807.526609998,243.965
37248,Warehouse,GREATER DUWAMISH,6768.822591360001,Non-Refrigerated Warehouse,6768.822591360001,,54.5,1685124.0278625,14.445
39332,K-12 School,SOUTHEAST,12886.1161632,K-12 School,12886.1161632,,86.0,5647459.75428,121.21000000000001
40008,Mixed Use Property,GREATER DUWAMISH,2038.9430188800002,Other,1382.11852608,1116.9732499200002,,1797920.55840375,38.415
40028,Warehouse,NORTHEAST,35746.48850688,Non-Refrigerated Warehouse,32511.697557120002,5933.902970880001,67.0,17339500.154129997,399.22
40031,Medical Office,NORTHEAST,2813.7543724800003,Medical Office,2605.930272,,44.0,2302735.710075,30.299999999999997
40034,Small- and Mid-Sized Office,NORTHEAST,2037.4565702400002,Office,2958.4973088,2958.4973088,26.5,4597124.840489999,141.37
40067,Small- and Mid-Sized Office,DOWNTOWN,6791.39803008,Office,8614.248577920001,1706.0714265600002,74.0,4790181.82941,30.3
40348,Mixed Use Property,EAST,13082.884801920001,Parking,8344.551052800001,5945.79456,,8632977.1477075,67.795
40447,Mixed Use Property,GREATER DUWAMISH,8125.114072320001,Office,3818.0362348800004,3694.9397068800004,,10224902.978,272.735
41928,Supermarket / Grocery Store,NORTH,4775.216256000001,Supermarket/Grocery Store,4816.186496640001,0.0,74.5,12811598.8553,300.46000000000004
42069,Small- and Mid-Sized Office,LAKE UNION,2439.9125395200003,Office,2439.9125395200003,,59.0,1890960.4310324998,12.05
43948,Other,GREATER DUWAMISH,3642.91400448,Other,3642.91400448,,,445965.10417905316,2.945
45287,Other,CENTRAL,1988.125056,Other - Recreation,1090.40298048,836.4060691200001,,5750844.292384999,150.1
45927,Laboratory,EAST,16536.741120000002,Laboratory,16901.8500672,,,58222808.75148,2501.165
48287,Large Office,GREATER DUWAMISH,15064.878257280001,Office,8240.31384192,6756.46648704,,42990637.436119996,501.99
49687,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,3158.42465088,Supermarket/Grocery Store,3158.42465088,2787.0912000000003,23.0,9731630.776199998,97.035
49695,Large Office,LAKE UNION,48906.29702592,Office,37211.012029440004,16949.13771456,97.5,17977245.41444,152.675
49697,Mixed Use Property,DOWNTOWN,6894.42750144,Office,3091.72026816,2775.75702912,97.0,1564973.99288625,9.58
49699,Warehouse,SOUTHEAST,4245.668928,Non-Refrigerated Warehouse,27286.27316928,,99.0,1627727.6428612499,14.465
49703,K-12 School,MAGNOLIA / QUEEN ANNE,10786.135847040001,K-12 School,11119.100342400001,,,4508995.6786899995,271.05499999999995
49705,Other,NORTHEAST,46640.113171200006,Other - Recreation,52421.28354432,,,21803165.17992,510.83500000000004
49709,Other,NORTHWEST,4977.280368000001,Urgent Care/Clinic/Other Outpatient,4977.280368000001,,,32200775.149559997,607.785
49712,Large Office,GREATER DUWAMISH,14617.8288288,Office,14617.8288288,,77.0,10142066.524689998,74.27499999999999
49718,Other,GREATER DUWAMISH,12740.537099520001,Other - Utility,12876.547150080001,,,5857841.35593,37.894999999999996
49725,Other,EAST,24848.7761088,Other,14909.265665280001,9939.510443520001,,43968038.68975999,1570.0149999999999
49732,Hospital,NORTHEAST,30658.003200000003,Hospital (General Medical & Surgical),22436.084160000002,,70.5,56178777.709879994,1623.555
49737,Retail Store,MAGNOLIA / QUEEN ANNE,4072.12604928,Retail Store,2284.29994752,1631.1915763200002,67.0,4221378.8053875,136.39999999999998
49738,Other,SOUTHWEST,13597.56764352,Strip Mall,13597.56764352,,,12995254.204559999,327.805
49775,Supermarket / Grocery Store,SOUTHWEST,6248.93717952,Supermarket/Grocery Store,6248.93717952,,79.0,16351600.525959998,364.615
49776,Large Office,DOWNTOWN,32895.66582144,Office,17966.797614720002,13872.83935104,84.5,15828410.515269998,145.47
49778,Worship Facility,NORTHEAST,6530.3404876800005,Worship Facility,6530.3404876800005,,36.0,2215628.7695325,50.97
49780,Other,DOWNTOWN,8424.35476416,Data Center,5574.182400000001,2852.123328,,39174535.00393999,258.85
49783,Laboratory,LAKE UNION,31549.036256640004,Laboratory,16052.99499072,12935.91219264,,48089866.9132,1106.605
49784,Small- and Mid-Sized Office,CENTRAL,4830.95808,Office,4474.11750336,,100.0,423401.43031231395,1.56
49793,Large Office,MAGNOLIA / QUEEN ANNE,9760.48628544,Office,7760.4696403200005,2621.44507968,100.0,1475869.2302925,9.55
49797,Small- and Mid-Sized Office,DOWNTOWN,5821.490292480001,Office,4366.4428800000005,,69.5,2715844.8487225,19.75
49802,Hotel,BALLARD,5795.38453824,Hotel,5596.943644800001,2421.70354368,59.5,3757411.290735,24.825
49829,Senior Care Community,Central,7414.127107200001,Senior Care Community,7414.127107200001,650.32128,26.5,8058309.30891,180.365
49850,K-12 School,NORTHWEST,4545.281232,K-12 School,5899.343040000001,,77.0,2157742.9026324996,36.795
49858,K-12 School,EAST,3324.0707712000003,K-12 School,3530.31552,,44.5,2702280.9973624996,48.94
49859,Other,MAGNOLIA / QUEEN ANNE,75113.9659008,Other,75113.9659008,,,175692220.60639998,4829.86
49862,Other,MAGNOLIA / QUEEN ANNE,2694.18816,Other,2331.866304,,,2784336.4425075,51.965
49865,Other,NORTHEAST,28337.749776,Lifestyle Center,29634.769117440002,1849.6066233600002,,28035849.83524,804.865
49867,Large Office,GREATER DUWAMISH,31003.04509056,Office,17775.41735232,12396.238433280001,,4326796.575995,38.82
49872,Other,GREATER DUWAMISH,5294.35844352,Automobile Dealership,2277.9825408,0.0,,710595.7685437499,18.655
49909,University,GREATER DUWAMISH,13922.07796224,College/University,13922.07796224,,,7024315.955695,103.62
49911,Other,DELRIDGE,4102.78405248,Pre-school/Daycare,4102.78405248,1464.2448134400001,,1676001.4515725,35.045
49918,Other,SOUTHEAST,4995.860976,Other - Recreation,3285.1443974400004,1178.84667456,,14509181.427289998,504.46999999999997
49924,Small- and Mid-Sized Office,EAST,6021.9750528,Office,3499.4717107200004,1068.38496,,2556287.5973925,30.41
49925,University,EAST,9268.4717856,College/University,9268.4717856,,,3916079.2583675,81.845
49926,University,EAST,39794.73847488,College/University,43885.90964736,,,41390436.3746,1267.06
49940,Hospital,EAST,34789.02977664,Hospital (General Medical & Surgical),93844.6123104,,85.5,131960882.51752,5112.46
49945,Senior Care Community,DOWNTOWN,18338.5955808,Senior Care Community,3604.637952,339.09609600000005,,3521560.2769199996,64.33
49946,Supermarket / Grocery Store,BALLARD,3827.4194419200003,Supermarket/Grocery Store,3827.4194419200003,,54.0,7736315.811275,78.93
49958,Other,GREATER DUWAMISH,1950.31351872,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1949.3844883200002,,,1033925.36778625,11.54
49966,Other,SOUTHEAST,3740.7409056,Pre-school/Daycare,3740.7409056,,,2340966.336705,46.894999999999996
49967,University,NORTHEAST,865870.82567424,College/University,865870.82567424,,,0.0,11140.56
49968,University,NORTHEAST,5460.747788160001,College/University,5460.747788160001,,,0.0,25.93
49972,University,NORTHEAST,18862.1042112,College/University,18862.1042112,,,0.0,199.48
49985,Large Office,LAKE UNION,39686.41353024,Office,39686.41353024,15718.729852800001,99.0,18032355.41848,212.195
49998,Self-Storage Facility,SOUTHEAST,9437.0908032,Self-Storage Facility,8136.07663104,,,945023.935036875,11.155000000000001
50002,Other,NORTHEAST,3126.00148992,Parking,7766.694144000001,3623.2185600000003,,1471352.1887262498,9.725
50026,Small- and Mid-Sized Office,EAST,3518.5168339200004,Office,2408.69711808,541.99633536,,2475901.38905,65.01
